unique_id,ds,best_forecast,best_forecast-lo-95,best_forecast-hi-95,best_model
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2022-01-01,233.79052734375,215.83957880918692,251.74147587831305,NBEATS
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2022-01-02,219.3159942626953,181.8015266418457,256.8304618835449,NBEATS
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2022-01-03,169.0218963623047,125.62112350463867,212.42266921997071,NBEATS
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2022-01-04,157.32437133789062,118.33163108825684,196.3171115875244,NBEATS
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2022-01-05,156.67483520507812,114.36179008483889,198.98788032531735,NBEATS
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2022-01-06,155.85279846191406,125.30603981018066,186.39955711364743,NBEATS
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2022-01-07,166.75357055664062,133.05351867675782,200.45362243652343,NBEATS
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2022-01-08,170.8702392578125,141.44170837402345,200.29877014160155,NBEATS
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2022-01-09,181.8725433349609,150.85632705688477,212.8887596130371,NBEATS
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2022-01-10,153.72044372558594,117.69683113098144,189.7440563201904,NBEATS
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2022-01-11,150.5965576171875,126.66067733764648,174.5324378967285,NBEATS
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2022-01-12,149.89132690429688,115.5270610809326,184.25559272766117,NBEATS
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2022-01-13,147.61105346679688,112.56143150329588,182.66067543029783,NBEATS
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2022-01-14,156.68093872070312,131.26598472595214,182.0958927154541,NBEATS
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2022-01-15,159.0622100830078,115.34813499450684,202.7762851715088,NBEATS
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2022-01-16,168.69879150390625,116.52668266296386,220.87090034484865,NBEATS
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2022-01-17,137.42567443847656,97.97856178283692,176.8727870941162,NBEATS
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2022-01-18,142.39093017578125,122.2718662261963,162.5099941253662,NBEATS
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2022-01-19,140.9793701171875,104.98625564575195,176.97248458862305,NBEATS
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2022-01-20,141.34381103515625,96.21411209106444,186.47350997924804,NBEATS
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2022-01-21,147.31723022460938,103.19428024291992,191.44018020629883,NBEATS
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2022-01-22,154.95372009277344,115.71512336730956,194.1923168182373,NBEATS
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2022-01-23,165.78628540039062,136.6155097961426,194.95706100463863,NBEATS
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2022-01-24,131.10203552246094,100.29341430664064,161.91065673828123,NBEATS
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2022-01-25,135.54730224609375,91.638777923584,179.4558265686035,NBEATS
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2022-01-26,131.98934936523438,97.6323699951172,166.34632873535156,NBEATS
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2022-01-27,132.5012664794922,108.47677612304688,156.5257568359375,NBEATS
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2022-01-28,143.4799041748047,109.16597290039064,177.79383544921873,NBEATS
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2022-01-29,146.96360778808594,112.81107711791992,181.11613845825195,NBEATS
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2022-01-30,161.03086853027344,124.28620223999025,197.77553482055663,NBEATS
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2022-01-31,131.22999572753906,101.46327171325684,160.9967197418213,NBEATS
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2022-02-01,130.11032104492188,101.90557022094728,158.3150718688965,NBEATS
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2022-02-02,132.95755004882812,99.23953971862792,166.67556037902833,NBEATS
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2022-02-03,132.60597229003906,103.16838722229004,162.04355735778807,NBEATS
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2022-02-04,143.17733764648438,116.10641136169434,170.2482639312744,NBEATS
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2022-02-05,151.1798095703125,119.39515113830566,182.9644680023193,NBEATS
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2022-02-06,163.3918914794922,120.04075126647948,206.74303169250487,NBEATS
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2022-02-07,133.32052612304688,95.1639575958252,171.47709465026855,NBEATS
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2022-02-08,135.53713989257812,105.94777412414552,165.12650566101075,NBEATS
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2022-02-09,137.46995544433594,104.78740844726562,170.15250244140626,NBEATS
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2022-02-10,133.02740478515625,93.17701950073244,172.87779006958007,NBEATS
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2022-02-11,141.1934356689453,90.43297805786132,191.9538932800293,NBEATS
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2022-02-12,146.35830688476562,104.871183013916,187.84543075561524,NBEATS
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2022-02-13,156.2449951171875,102.41686668395997,210.07312355041503,NBEATS
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2022-02-14,133.90655517578125,94.15337448120115,173.65973587036132,NBEATS
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2022-02-15,131.1204833984375,98.43624420166016,163.80472259521483,NBEATS
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2022-02-16,132.37840270996094,102.6176658630371,162.13913955688477,NBEATS
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2022-02-17,138.19288635253906,116.38497428894044,160.00079841613768,NBEATS
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2022-02-18,142.9767303466797,116.43010902404784,169.52335166931152,NBEATS
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2022-02-19,152.02703857421875,138.12998962402344,165.92408752441406,NBEATS
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2022-02-20,161.1178436279297,153.0589199066162,169.17676734924316,NBEATS
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2022-02-21,128.2606201171875,111.75549964904783,144.76574058532714,NBEATS
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2022-02-22,128.6688690185547,107.60095825195312,149.73677978515624,NBEATS
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2022-02-23,127.9596176147461,106.87678718566896,149.04244804382324,NBEATS
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2022-02-24,131.3774871826172,113.32911834716796,149.4258560180664,NBEATS
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2022-02-25,137.4991455078125,118.00650672912596,156.991784286499,NBEATS
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2022-02-26,139.6623992919922,99.55813179016111,179.76666679382325,NBEATS
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2022-02-27,156.68704223632812,114.2594596862793,199.11462478637696,NBEATS
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2022-02-28,123.9646453857422,72.91878929138184,175.01050148010253,NBEATS
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2022-03-01,130.35919189453125,84.23216361999512,176.4862201690674,NBEATS
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2022-03-02,127.94310760498048,87.05166473388672,168.8345504760742,NBEATS
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2022-03-03,131.91744995117188,95.36986045837402,168.46503944396972,NBEATS
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2022-03-04,137.68392944335938,97.59512977600096,177.77272911071776,NBEATS
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2022-03-05,140.8995361328125,105.28385276794434,176.51521949768068,NBEATS
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2022-03-06,150.25418090820312,107.08622932434082,193.42213249206543,NBEATS
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2022-03-07,127.09246826171876,83.4704360961914,170.7145004272461,NBEATS
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2022-03-08,131.97793579101562,91.3875732421875,172.56829833984375,NBEATS
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2022-03-09,135.64930725097656,102.8437770843506,168.45483741760253,NBEATS
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2022-03-10,135.26771545410156,89.52459335327148,181.01083755493164,NBEATS
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2022-03-11,146.8683624267578,108.92864570617677,184.80807914733887,NBEATS
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2022-03-12,148.92303466796875,107.0005702972412,190.8454990386963,NBEATS
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2022-03-13,154.0878143310547,109.57921829223632,198.59641036987304,NBEATS
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2022-03-14,126.0716781616211,93.3007884979248,158.8425678253174,NBEATS
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2022-03-15,124.2818603515625,93.30719375610352,155.25652694702148,NBEATS
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2022-03-16,124.54327392578124,93.78434753417967,155.3022003173828,NBEATS
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2022-03-17,125.360107421875,97.06846961975096,153.65174522399903,NBEATS
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2022-03-18,134.3542938232422,110.6890380859375,158.01954956054686,NBEATS
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2022-03-19,136.23646545410156,112.84548797607422,159.6274429321289,NBEATS
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2022-03-20,146.65255737304688,105.01208763122558,188.29302711486812,NBEATS
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2022-03-21,120.5103759765625,79.34313049316407,161.67762145996093,NBEATS
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2022-03-22,120.85360717773438,79.33501281738282,162.37220153808593,NBEATS
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2022-03-23,121.3857192993164,90.58932151794434,152.18211708068847,NBEATS
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2022-03-24,124.87214660644533,88.12235641479492,161.6219367980957,NBEATS
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2022-03-25,135.46897888183594,104.65575065612794,166.28220710754394,NBEATS
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2022-03-26,143.62635803222656,120.73704414367675,166.51567192077636,NBEATS
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2022-03-27,157.91162109375,133.45100440979004,182.37223777771,NBEATS
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2022-03-28,127.9394073486328,101.62537536621092,154.2534393310547,NBEATS
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2022-03-29,129.2115478515625,103.33887100219728,155.0842247009277,NBEATS
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2022-03-30,133.086669921875,102.3477882385254,163.8255516052246,NBEATS
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2022-03-31,130.94747924804688,107.03024826049804,154.8647102355957,NBEATS
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2022-04-01,141.351318359375,103.12673683166504,179.57589988708494,NBEATS
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2022-04-02,149.2418212890625,108.16450347900393,190.3191390991211,NBEATS
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2022-04-03,164.2039794921875,131.81753997802736,196.59041900634764,NBEATS
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2022-04-04,132.01634216308594,98.39737968444824,165.63530464172362,NBEATS
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2022-04-05,136.0185546875,109.37751998901368,162.65958938598632,NBEATS
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2022-04-06,139.0244598388672,118.69437789916992,159.35454177856445,NBEATS
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2022-04-07,139.30880737304688,129.06883277893067,149.54878196716308,NBEATS
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2022-04-08,151.8148193359375,149.47710189819335,154.15253677368165,NBEATS
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2022-04-09,152.10086059570312,141.83046531677246,162.3712558746338,NBEATS
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2022-04-10,163.41539001464844,153.1096118927002,173.72116813659667,NBEATS
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2022-04-11,129.01626586914062,101.9431365966797,156.08939514160156,NBEATS
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2022-04-12,129.26612854003906,101.99512519836426,156.53713188171386,NBEATS
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2022-04-13,124.77029418945312,93.34366302490234,156.1969253540039,NBEATS
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2022-04-14,129.7372283935547,96.61115303039551,162.86330375671386,NBEATS
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2022-04-15,134.33604431152344,97.50754280090332,171.16454582214354,NBEATS
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2022-04-16,140.64035034179688,102.0342414855957,179.24645919799804,NBEATS
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2022-04-17,148.21253967285156,115.05772819519044,181.3673511505127,NBEATS
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2022-04-18,118.74313354492188,80.7479850769043,156.73828201293944,NBEATS
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2022-04-19,123.28011322021484,88.44071922302246,158.11950721740723,NBEATS
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2022-04-20,129.0095977783203,92.4887310028076,165.530464553833,NBEATS
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2022-04-21,136.83624267578125,104.08961334228516,169.58287200927734,NBEATS
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2022-04-22,147.43331909179688,95.929296875,198.93734130859372,NBEATS
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2022-04-23,153.29251098632812,117.88868103027345,188.6963409423828,NBEATS
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2022-04-24,162.53131103515625,116.8103443145752,208.2522777557373,NBEATS
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2022-04-25,134.96990966796875,86.54659118652344,183.39322814941409,NBEATS
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2022-04-26,134.23641967773438,96.21449699401856,172.2583423614502,NBEATS
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2022-04-27,131.7145233154297,99.25700645446776,164.1720401763916,NBEATS
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2022-04-28,130.7457275390625,101.44182319641114,160.04963188171388,NBEATS
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2022-04-29,138.19723510742188,106.83527297973632,169.55919723510743,NBEATS
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2022-04-30,142.906005859375,117.66436805725098,168.14764366149902,NBEATS
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2022-05-01,155.44024658203125,111.55182800292968,199.3286651611328,NBEATS
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2022-05-02,129.1431427001953,89.23755340576172,169.0487319946289,NBEATS
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2022-05-03,133.77455139160156,98.38844146728516,169.16066131591796,NBEATS
